Rint,Equivalent_water_thickness,Index,bead1,bead2,bead3,bead4,bead5,charge1,charge2,charge3,charge4,charge5,net_charge,label_NM1,label_HB1,label_PN1,label_SI1,label_SZ1,label_NM2,label_HB2,label_PN2,label_SI2,label_SZ2,label_NM3,label_HB3,label_PN3,label_SI3,label_SZ3,label_NM4,label_HB4,label_PN4,label_SI4,label_SZ4,label_NM5,label_HB5,label_PN5,label_SI5,label_SZ5,delta_G1,delta_G2,delta_G3,delta_G4,delta_G5
280.57694,284.67999,8046,C1,N1,N4a,Q2,P3,0.0,0.0,0.0,1.0,0.0,1.0,C1,none,none,none,R,N1,none,none,none,R,N4,a,none,none,R,Q2,none,none,none,R,P3,none,none,none,R,17.2,2.9,-5.0,-32.7,-15.0
160.50649,180.65459,8057,C1,N1,N5a,Q2,N6,0.0,0.0,0.0,1.0,0.0,1.0,C1,none,none,none,R,N1,none,none,none,R,N5,a,none,none,R,Q2,none,none,none,R,N6,none,none,none,R,17.2,2.9,-7.5,-32.7,-9.8
310.21545,361.02346,8119,C1,N1,N6,N3r,Q2,0.0,0.0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N1,none,none,none,R,N6,none,none,none,R,N3,none,none,r,R,Q2,none,none,none,R,17.2,2.9,-9.8,-3.6,-32.7
229.86179,264.25581,8129,C1,N1,N6,N5a,Q2,0.0,0.0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N1,none,none,none,R,N6,none,none,none,R,N5,a,none,none,R,Q2,none,none,none,R,17.2,2.9,-9.8,-7.5,-32.7
183.7182,204.37203,8139,C1,N1,N6,N3a,Q2,0.0,0.0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N1,none,none,none,R,N6,none,none,none,R,N3,a,none,none,R,Q2,none,none,none,R,17.2,2.9,-9.8,-3.6,-32.7
225.89704,230.41464,8143,C1,N1,N6,P4,P5,0.0,0.0,0.0,0.0,0.0,0.0,C1,none,none,none,R,N1,none,none,none,R,N6,none,none,none,R,P4,none,none,none,R,P5,none,none,none,R,17.2,2.9,-9.8,-17.1,-19.2
1.1906437,1.6034273,8172,C1,N6,SQ3p,N3r,N3a,0.0,0.0,1.0,0.0,0.0,1.0,C1,none,none,none,R,N6,none,none,none,R,Q3,none,p,none,S,N3,none,none,r,R,N3,a,none,none,R,17.2,-9.8,-47.8,-3.6,-3.6
-0.47925496,-0.55660301,8212,C1,N6,SQ3p,N4,N4,0.0,0.0,1.0,0.0,0.0,1.0,C1,none,none,none,R,N6,none,none,none,R,Q3,none,p,none,S,N4,none,none,none,R,N4,none,none,none,R,17.2,-9.8,-47.8,-5.0,-5.0
1.188619,1.5688484,8240,C1,N6,SQ3p,N6,N5a,0.0,0.0,1.0,0.0,0.0,1.0,C1,none,none,none,R,N6,none,none,none,R,Q3,none,p,none,S,N6,none,none,none,R,N5,a,none,none,R,17.2,-9.8,-47.8,-9.8,-7.5
2.9737633,3.8886471,8250,C1,N6,SQ3p,N6,N1a,0.0,0.0,1.0,0.0,0.0,1.0,C1,none,none,none,R,N6,none,none,none,R,Q3,none,p,none,S,N6,none,none,none,R,N1,a,none,none,R,17.2,-9.8,-47.8,-9.8,2.9
-0.084565824,-0.10366684,8267,C1,N6,SQ3p,N2,N3a,0.0,0.0,1.0,0.0,0.0,1.0,C1,none,none,none,R,N6,none,none,none,R,Q3,none,p,none,S,N2,none,none,none,R,N3,a,none,none,R,17.2,-9.8,-47.8,0.5,-3.6
223.36168,222.0502,8280,C1,N6,SQ3p,N3r,N1,0.0,0.0,1.0,0.0,0.0,1.0,C1,none,none,none,R,N6,none,none,none,R,Q3,none,p,none,S,N3,none,none,r,R,N1,none,none,none,R,17.2,-9.8,-47.8,-3.6,2.9
17.303134,26.732398,8281,C1,N6,SQ3p,N4a,SQ4p,0.0,0.0,1.0,0.0,1.0,2.0,C1,none,none,none,R,N6,none,none,none,R,Q3,none,p,none,S,N4,a,none,none,R,Q4,none,p,none,S,17.2,-9.8,-47.8,-5.0,-59.2
138.30447,129.61777,8327,C1,N6,SQ3p,N1,N6,0.0,0.0,1.0,0.0,0.0,1.0,C1,none,none,none,R,N6,none,none,none,R,Q3,none,p,none,S,N1,none,none,none,R,N6,none,none,none,R,17.2,-9.8,-47.8,2.9,-9.8
8.7475786,15.13372,8328,C1,N6,SQ3p,N6,SQ4p,0.0,0.0,1.0,0.0,1.0,2.0,C1,none,none,none,R,N6,none,none,none,R,Q3,none,p,none,S,N6,none,none,none,R,Q4,none,p,none,S,17.2,-9.8,-47.8,-9.8,-59.2
14.352993,24.527974,8329,C1,N6,SQ3p,N6,Q5n,0.0,0.0,1.0,0.0,-1.0,0.0,C1,none,none,none,R,N6,none,none,none,R,Q3,none,p,none,S,N6,none,none,none,R,Q5,none,n,none,R,17.2,-9.8,-47.8,-9.8,-64.1
0.11038596,0.12014816,8435,C1,N6,SQ2p,N6,N1,0.0,0.0,1.0,0.0,0.0,1.0,C1,none,none,none,R,N6,none,none,none,R,Q2,none,p,none,S,N6,none,none,none,R,N1,none,none,none,R,17.2,-9.8,-43.3,-9.8,2.9
105.60761,96.909003,8461,C1,N6,Q2,Q1,N6,0.0,0.0,1.0,1.0,0.0,2.0,C1,none,none,none,R,N6,none,none,none,R,Q2,none,none,none,R,Q1,none,none,none,R,N6,none,none,none,R,17.2,-9.8,-32.7,-24.2,-9.8
-0.99212045,-1.1461146,8493,C1,N6,Q2,N1a,N3a,0.0,0.0,1.0,0.0,0.0,1.0,C1,none,none,none,R,N6,none,none,none,R,Q2,none,none,none,R,N1,a,none,none,R,N3,a,none,none,R,17.2,-9.8,-32.7,2.9,-3.6
191.62068,185.83079,8494,C1,N6,Q2,N1a,N6,0.0,0.0,1.0,0.0,0.0,1.0,C1,none,none,none,R,N6,none,none,none,R,Q2,none,none,none,R,N1,a,none,none,R,N6,none,none,none,R,17.2,-9.8,-32.7,2.9,-9.8
406.56027,440.61372,8500,C1,N6,Q2,N1a,P4,0.0,0.0,1.0,0.0,0.0,1.0,C1,none,none,none,R,N6,none,none,none,R,Q2,none,none,none,R,N1,a,none,none,R,P4,none,none,none,R,17.2,-9.8,-32.7,2.9,-17.1
181.17331,173.90987,8537,C1,N6,Q2,N4a,N6,0.0,0.0,1.0,0.0,0.0,1.0,C1,none,none,none,R,N6,none,none,none,R,Q2,none,none,none,R,N4,a,none,none,R,N6,none,none,none,R,17.2,-9.8,-32.7,-5.0,-9.8
143.03995,141.80848,8546,C1,N6,Q2,N4a,N1,0.0,0.0,1.0,0.0,0.0,1.0,C1,none,none,none,R,N6,none,none,none,R,Q2,none,none,none,R,N4,a,none,none,R,N1,none,none,none,R,17.2,-9.8,-32.7,-5.0,2.9
170.06549,152.68812,8569,C1,N6,Q2,N5a,N6,0.0,0.0,1.0,0.0,0.0,1.0,C1,none,none,none,R,N6,none,none,none,R,Q2,none,none,none,R,N5,a,none,none,R,N6,none,none,none,R,17.2,-9.8,-32.7,-7.5,-9.8
98.210011,94.346216,8592,C1,N6,Q2,N4,N6,0.0,0.0,1.0,0.0,0.0,1.0,C1,none,none,none,R,N6,none,none,none,R,Q2,none,none,none,R,N4,none,none,none,R,N6,none,none,none,R,17.2,-9.8,-32.7,-5.0,-9.8
0.60955444,0.79278499,8631,C1,N6,Q2,P2,N4a,0.0,0.0,1.0,0.0,0.0,1.0,C1,none,none,none,R,N6,none,none,none,R,Q2,none,none,none,R,P2,none,none,none,R,N4,a,none,none,R,17.2,-9.8,-32.7,-13.2,-5.0
-1.2394536,-1.317211,8664,C1,N6,Q2,N1,Q1,0.0,0.0,1.0,0.0,1.0,2.0,C1,none,none,none,R,N6,none,none,none,R,Q2,none,none,none,R,N1,none,none,none,R,Q1,none,none,none,R,17.2,-9.8,-32.7,2.9,-24.2
113.67668,107.62328,8670,C1,N6,Q2,N1,N6,0.0,0.0,1.0,0.0,0.0,1.0,C1,none,none,none,R,N6,none,none,none,R,Q2,none,none,none,R,N1,none,none,none,R,N6,none,none,none,R,17.2,-9.8,-32.7,2.9,-9.8
0.75854943,0.88024447,8691,C1,N6,Q2,N6,N3a,0.0,0.0,1.0,0.0,0.0,1.0,C1,none,none,none,R,N6,none,none,none,R,Q2,none,none,none,R,N6,none,none,none,R,N3,a,none,none,R,17.2,-9.8,-32.7,-9.8,-3.6
70.156763,68.236383,8818,C1,N6,Q1,N1,N6,0.0,0.0,1.0,0.0,0.0,1.0,C1,none,none,none,R,N6,none,none,none,R,Q1,none,none,none,R,N1,none,none,none,R,N6,none,none,none,R,17.2,-9.8,-24.2,2.9,-9.8
55.521294,52.499188,8865,C1,N6,N2,SQ2p,N6,0.0,0.0,0.0,1.0,0.0,1.0,C1,none,none,none,R,N6,none,none,none,R,N2,none,none,none,R,Q2,none,p,none,S,N6,none,none,none,R,17.2,-9.8,0.5,-43.3,-9.8
127.71816,146.20354,8942,C1,N6,N2,P2,Q2,0.0,0.0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N6,none,none,none,R,N2,none,none,none,R,P2,none,none,none,R,Q2,none,none,none,R,17.2,-9.8,0.5,-13.2,-32.7
12.637215,14.557591,8987,C1,N6,N1a,N1a,SQ4p,0.0,0.0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N6,none,none,none,R,N1,a,none,none,R,N1,a,none,none,R,Q4,none,p,none,S,17.2,-9.8,2.9,2.9,-59.2
22.320135,25.740754,9023,C1,N6,N1a,N6,Q2,0.0,0.0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N6,none,none,none,R,N1,a,none,none,R,N6,none,none,none,R,Q2,none,none,none,R,17.2,-9.8,2.9,-9.8,-32.7
332.29239,394.86531,9027,C1,N6,N1a,Q1,P5,0.0,0.0,0.0,1.0,0.0,1.0,C1,none,none,none,R,N6,none,none,none,R,N1,a,none,none,R,Q1,none,none,none,R,P5,none,none,none,R,17.2,-9.8,2.9,-24.2,-19.2
699.69817,777.3878,9071,C1,N6,N1a,N1,SQ4p,0.0,0.0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N6,none,none,none,R,N1,a,none,none,R,N1,none,none,none,R,Q4,none,p,none,S,17.2,-9.8,2.9,2.9,-59.2
55.619784,93.731197,9073,C1,N6,N3r,SQ3p,Q5n,0.0,0.0,0.0,1.0,-1.0,0.0,C1,none,none,none,R,N6,none,none,none,R,N3,none,none,r,R,Q3,none,p,none,S,Q5,none,n,none,R,17.2,-9.8,-3.6,-47.8,-64.1
354.87664,350.83598,9094,C1,N6,N3r,SQ3p,N1,0.0,0.0,0.0,1.0,0.0,1.0,C1,none,none,none,R,N6,none,none,none,R,N3,none,none,r,R,Q3,none,p,none,S,N1,none,none,none,R,17.2,-9.8,-3.6,-47.8,2.9
47.386667,75.505246,9095,C1,N6,N3r,SQ2p,SQ4p,0.0,0.0,0.0,1.0,1.0,2.0,C1,none,none,none,R,N6,none,none,none,R,N3,none,none,r,R,Q2,none,p,none,S,Q4,none,p,none,S,17.2,-9.8,-3.6,-43.3,-59.2
55.170515,88.558363,9096,C1,N6,N3r,SQ2p,Q5n,0.0,0.0,0.0,1.0,-1.0,0.0,C1,none,none,none,R,N6,none,none,none,R,N3,none,none,r,R,Q2,none,p,none,S,Q5,none,n,none,R,17.2,-9.8,-3.6,-43.3,-64.1
43.531251,42.346515,9116,C1,N6,N3r,SQ2p,N6,0.0,0.0,0.0,1.0,0.0,1.0,C1,none,none,none,R,N6,none,none,none,R,N3,none,none,r,R,Q2,none,p,none,S,N6,none,none,none,R,17.2,-9.8,-3.6,-43.3,-9.8
33.2533,41.883892,9267,C1,N6,N3r,N6,SQ4p,0.0,0.0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N6,none,none,none,R,N3,none,none,r,R,N6,none,none,none,R,Q4,none,p,none,S,17.2,-9.8,-3.6,-9.8,-59.2
222.2254,252.43111,9323,C1,N6,N4a,N5a,Q2,0.0,0.0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N6,none,none,none,R,N4,a,none,none,R,N5,a,none,none,R,Q2,none,none,none,R,17.2,-9.8,-5.0,-7.5,-32.7
187.17811,201.62258,9332,C1,N6,N4a,N3a,Q2,0.0,0.0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N6,none,none,none,R,N4,a,none,none,R,N3,a,none,none,R,Q2,none,none,none,R,17.2,-9.8,-5.0,-3.6,-32.7
332.65136,382.87279,9350,C1,N6,N4a,N1,Q5n,0.0,0.0,0.0,0.0,-1.0,-1.0,C1,none,none,none,R,N6,none,none,none,R,N4,a,none,none,R,N1,none,none,none,R,Q5,none,n,none,R,17.2,-9.8,-5.0,2.9,-64.1
392.23798,408.45365,9356,C1,N6,N4a,N6,P4,0.0,0.0,0.0,0.0,0.0,0.0,C1,none,none,none,R,N6,none,none,none,R,N4,a,none,none,R,N6,none,none,none,R,P4,none,none,none,R,17.2,-9.8,-5.0,-9.8,-17.1
323.07312,335.8095,9374,C1,N6,N4a,SQ3p,N1,0.0,0.0,0.0,1.0,0.0,1.0,C1,none,none,none,R,N6,none,none,none,R,N4,a,none,none,R,Q3,none,p,none,S,N1,none,none,none,R,17.2,-9.8,-5.0,-47.8,2.9
184.21689,179.88828,9391,C1,N6,N4a,SQ2p,P4,0.0,0.0,0.0,1.0,0.0,1.0,C1,none,none,none,R,N6,none,none,none,R,N4,a,none,none,R,Q2,none,p,none,S,P4,none,none,none,R,17.2,-9.8,-5.0,-43.3,-17.1
175.60565,167.92462,9402,C1,N6,N4a,Q2,N1,0.0,0.0,0.0,1.0,0.0,1.0,C1,none,none,none,R,N6,none,none,none,R,N4,a,none,none,R,Q2,none,none,none,R,N1,none,none,none,R,17.2,-9.8,-5.0,-32.7,2.9
417.48806,446.2132,9450,C1,N6,N4a,P2,SQ2p,0.0,0.0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N6,none,none,none,R,N4,a,none,none,R,P2,none,none,none,R,Q2,none,p,none,S,17.2,-9.8,-5.0,-13.2,-43.3
609.48284,709.07347,9455,C1,N6,N4a,P4,Q1,0.0,0.0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N6,none,none,none,R,N4,a,none,none,R,P4,none,none,none,R,Q1,none,none,none,R,17.2,-9.8,-5.0,-17.1,-24.2
48.757002,79.181677,9471,C1,N6,N4a,N6,SQ2p,0.0,0.0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N6,none,none,none,R,N4,a,none,none,R,N6,none,none,none,R,Q2,none,p,none,S,17.2,-9.8,-5.0,-9.8,-43.3
561.43702,551.13582,9490,C1,N6,N4a,N1,D,0.0,0.0,0.0,0.0,-2.0,-2.0,C1,none,none,none,R,N6,none,none,none,R,N4,a,none,none,R,N1,none,none,none,R,D,none,none,none,R,17.2,-9.8,-5.0,2.9,-78.8
99.415645,165.07465,9491,C1,N6,N5a,SQ3p,SQ4p,0.0,0.0,0.0,1.0,1.0,2.0,C1,none,none,none,R,N6,none,none,none,R,N5,a,none,none,R,Q3,none,p,none,S,Q4,none,p,none,S,17.2,-9.8,-7.5,-47.8,-59.2
282.46508,294.83353,9512,C1,N6,N5a,SQ3p,N1,0.0,0.0,0.0,1.0,0.0,1.0,C1,none,none,none,R,N6,none,none,none,R,N5,a,none,none,R,Q3,none,p,none,S,N1,none,none,none,R,17.2,-9.8,-7.5,-47.8,2.9
122.21843,186.23578,9513,C1,N6,N5a,SQ2p,SQ4p,0.0,0.0,0.0,1.0,1.0,2.0,C1,none,none,none,R,N6,none,none,none,R,N5,a,none,none,R,Q2,none,p,none,S,Q4,none,p,none,S,17.2,-9.8,-7.5,-43.3,-59.2
141.06974,142.25698,9532,C1,N6,N5a,SQ2p,N6,0.0,0.0,0.0,1.0,0.0,1.0,C1,none,none,none,R,N6,none,none,none,R,N5,a,none,none,R,Q2,none,p,none,S,N6,none,none,none,R,17.2,-9.8,-7.5,-43.3,-9.8
1.0655591,1.2265277,9538,C1,N6,N5a,Q2,N2a,0.0,0.0,0.0,1.0,0.0,1.0,C1,none,none,none,R,N6,none,none,none,R,N5,a,none,none,R,Q2,none,none,none,R,N2,a,none,none,R,17.2,-9.8,-7.5,-32.7,0.5
2.1385926,2.4541322,9556,C1,N6,N5a,Q2,N1,0.0,0.0,0.0,1.0,0.0,1.0,C1,none,none,none,R,N6,none,none,none,R,N5,a,none,none,R,Q2,none,none,none,R,N1,none,none,none,R,17.2,-9.8,-7.5,-32.7,2.9
159.32132,164.59768,9557,C1,N6,N5a,Q2,N6,0.0,0.0,0.0,1.0,0.0,1.0,C1,none,none,none,R,N6,none,none,none,R,N5,a,none,none,R,Q2,none,none,none,R,N6,none,none,none,R,17.2,-9.8,-7.5,-32.7,-9.8
547.54293,647.80483,9645,C1,N6,N5a,N3a,Q2,0.0,0.0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N6,none,none,none,R,N5,a,none,none,R,N3,a,none,none,R,Q2,none,none,none,R,17.2,-9.8,-7.5,-3.6,-32.7
258.13945,294.74496,9662,C1,N6,N5a,P2,P6,0.0,0.0,0.0,0.0,0.0,0.0,C1,none,none,none,R,N6,none,none,none,R,N5,a,none,none,R,P2,none,none,none,R,P6,none,none,none,R,17.2,-9.8,-7.5,-13.2,-27.2
285.55381,329.69283,9696,C1,N6,N5a,N1,Q2,0.0,0.0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N6,none,none,none,R,N5,a,none,none,R,N1,none,none,none,R,Q2,none,none,none,R,17.2,-9.8,-7.5,2.9,-32.7
12.495785,15.294696,9708,C1,N6,N5a,N6,SQ2p,0.0,0.0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N6,none,none,none,R,N5,a,none,none,R,N6,none,none,none,R,Q2,none,p,none,S,17.2,-9.8,-7.5,-9.8,-43.3
334.02555,347.25727,9710,C1,N6,N5a,N6,P4,0.0,0.0,0.0,0.0,0.0,0.0,C1,none,none,none,R,N6,none,none,none,R,N5,a,none,none,R,N6,none,none,none,R,P4,none,none,none,R,17.2,-9.8,-7.5,-9.8,-17.1
212.04316,336.92802,9711,C1,N6,N4,SQ3p,SQ4p,0.0,0.0,0.0,1.0,1.0,2.0,C1,none,none,none,R,N6,none,none,none,R,N4,none,none,none,R,Q3,none,p,none,S,Q4,none,p,none,S,17.2,-9.8,-5.0,-47.8,-59.2
3.5995821,4.3539655,9727,C1,N6,N4,SQ3p,N3r,0.0,0.0,0.0,1.0,0.0,1.0,C1,none,none,none,R,N6,none,none,none,R,N4,none,none,none,R,Q3,none,p,none,S,N3,none,none,r,R,17.2,-9.8,-5.0,-47.8,-3.6
6.2741878,6.7625834,9729,C1,N6,N4,SQ3p,N4,0.0,0.0,0.0,1.0,0.0,1.0,C1,none,none,none,R,N6,none,none,none,R,N4,none,none,none,R,Q3,none,p,none,S,N4,none,none,none,R,17.2,-9.8,-5.0,-47.8,-5.0
375.99009,426.92977,9733,C1,N6,N4,SQ3p,N1,0.0,0.0,0.0,1.0,0.0,1.0,C1,none,none,none,R,N6,none,none,none,R,N4,none,none,none,R,Q3,none,p,none,S,N1,none,none,none,R,17.2,-9.8,-5.0,-47.8,2.9
104.51491,181.29853,9735,C1,N6,N4,SQ2p,Q5n,0.0,0.0,0.0,1.0,-1.0,0.0,C1,none,none,none,R,N6,none,none,none,R,N4,none,none,none,R,Q2,none,p,none,S,Q5,none,n,none,R,17.2,-9.8,-5.0,-43.3,-64.1
487.83484,564.46127,9755,C1,N6,N4,SQ2p,N6,0.0,0.0,0.0,1.0,0.0,1.0,C1,none,none,none,R,N6,none,none,none,R,N4,none,none,none,R,Q2,none,p,none,S,N6,none,none,none,R,17.2,-9.8,-5.0,-43.3,-9.8
145.58215,156.88802,9769,C1,N6,N4,Q2,Q1,0.0,0.0,0.0,1.0,1.0,2.0,C1,none,none,none,R,N6,none,none,none,R,N4,none,none,none,R,Q2,none,none,none,R,Q1,none,none,none,R,17.2,-9.8,-5.0,-32.7,-24.2
138.16315,134.94459,9780,C1,N6,N4,Q2,N6,0.0,0.0,0.0,1.0,0.0,1.0,C1,none,none,none,R,N6,none,none,none,R,N4,none,none,none,R,Q2,none,none,none,R,N6,none,none,none,R,17.2,-9.8,-5.0,-32.7,-9.8
72.024357,81.552259,9806,C1,N6,N4,N2,Q2,0.0,0.0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N6,none,none,none,R,N4,none,none,none,R,N2,none,none,none,R,Q2,none,none,none,R,17.2,-9.8,-5.0,0.5,-32.7
77.203237,80.141986,9819,C1,N6,N4,N3r,Q1,0.0,0.0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N6,none,none,none,R,N4,none,none,none,R,N3,none,none,r,R,Q1,none,none,none,R,17.2,-9.8,-5.0,-3.6,-24.2
236.62429,258.25485,9841,C1,N6,N4,N5a,Q2,0.0,0.0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N6,none,none,none,R,N4,none,none,none,R,N5,a,none,none,R,Q2,none,none,none,R,17.2,-9.8,-5.0,-7.5,-32.7
441.31893,540.24169,9872,C1,N6,N4,P2,P4,0.0,0.0,0.0,0.0,0.0,0.0,C1,none,none,none,R,N6,none,none,none,R,N4,none,none,none,R,P2,none,none,none,R,P4,none,none,none,R,17.2,-9.8,-5.0,-13.2,-17.1
494.12778,586.14152,9878,C1,N6,N4,P4,N6,0.0,0.0,0.0,0.0,0.0,0.0,C1,none,none,none,R,N6,none,none,none,R,N4,none,none,none,R,P4,none,none,none,R,N6,none,none,none,R,17.2,-9.8,-5.0,-17.1,-9.8
50.201968,57.519012,9879,C1,N6,N4,P4,SQ4p,0.0,0.0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N6,none,none,none,R,N4,none,none,none,R,P4,none,none,none,R,Q4,none,p,none,S,17.2,-9.8,-5.0,-17.1,-59.2
478.85491,645.20489,9886,C1,N6,N4,P4,Q1,0.0,0.0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N6,none,none,none,R,N4,none,none,none,R,P4,none,none,none,R,Q1,none,none,none,R,17.2,-9.8,-5.0,-17.1,-24.2
381.62523,421.94619,9906,C1,N6,N4,N1,Q2,0.0,0.0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N6,none,none,none,R,N4,none,none,none,R,N1,none,none,none,R,Q2,none,none,none,R,17.2,-9.8,-5.0,2.9,-32.7
288.09534,266.33719,9917,C1,N6,N4,N6,P4,0.0,0.0,0.0,0.0,0.0,0.0,C1,none,none,none,R,N6,none,none,none,R,N4,none,none,none,R,N6,none,none,none,R,P4,none,none,none,R,17.2,-9.8,-5.0,-9.8,-17.1
479.07982,519.89688,9937,C1,N6,N3a,SQ3p,N6,0.0,0.0,0.0,1.0,0.0,1.0,C1,none,none,none,R,N6,none,none,none,R,N3,a,none,none,R,Q3,none,p,none,S,N6,none,none,none,R,17.2,-9.8,-3.6,-47.8,-9.8
248.2041,268.02174,10136,C1,N6,P2,SQ2p,N6,0.0,0.0,0.0,1.0,0.0,1.0,C1,none,none,none,R,N6,none,none,none,R,P2,none,none,none,R,Q2,none,p,none,S,N6,none,none,none,R,17.2,-9.8,-13.2,-43.3,-9.8
109.10656,135.46244,10171,C1,N6,P2,Q1,N6,0.0,0.0,0.0,1.0,0.0,1.0,C1,none,none,none,R,N6,none,none,none,R,P2,none,none,none,R,Q1,none,none,none,R,N6,none,none,none,R,17.2,-9.8,-13.2,-24.2,-9.8
104.99128,109.41624,10177,C1,N6,P2,N2,Q2,0.0,0.0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N6,none,none,none,R,P2,none,none,none,R,N2,none,none,none,R,Q2,none,none,none,R,17.2,-9.8,-13.2,0.5,-32.7
137.71453,167.09558,10182,C1,N6,P2,N1a,Q2,0.0,0.0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N6,none,none,none,R,P2,none,none,none,R,N1,a,none,none,R,Q2,none,none,none,R,17.2,-9.8,-13.2,2.9,-32.7
372.81783,428.7076,10197,C1,N6,P2,N4a,P2,0.0,0.0,0.0,0.0,0.0,0.0,C1,none,none,none,R,N6,none,none,none,R,P2,none,none,none,R,N4,a,none,none,R,P2,none,none,none,R,17.2,-9.8,-13.2,-5.0,-13.2
385.24728,457.09589,10207,C1,N6,P2,N4a,P4,0.0,0.0,0.0,0.0,0.0,0.0,C1,none,none,none,R,N6,none,none,none,R,P2,none,none,none,R,N4,a,none,none,R,P4,none,none,none,R,17.2,-9.8,-13.2,-5.0,-17.1
209.65134,240.20581,10224,C1,N6,P2,N5a,N6,0.0,0.0,0.0,0.0,0.0,0.0,C1,none,none,none,R,N6,none,none,none,R,P2,none,none,none,R,N5,a,none,none,R,N6,none,none,none,R,17.2,-9.8,-13.2,-7.5,-9.8
129.06184,145.01223,10236,C1,N6,P2,N4,P4,0.0,0.0,0.0,0.0,0.0,0.0,C1,none,none,none,R,N6,none,none,none,R,P2,none,none,none,R,N4,none,none,none,R,P4,none,none,none,R,17.2,-9.8,-13.2,-5.0,-17.1
746.0411,850.31063,10245,C1,N6,P2,N3a,P4,0.0,0.0,0.0,0.0,0.0,0.0,C1,none,none,none,R,N6,none,none,none,R,P2,none,none,none,R,N3,a,none,none,R,P4,none,none,none,R,17.2,-9.8,-13.2,-3.6,-17.1
188.47059,215.21793,10261,C1,N6,P2,P2,N6,0.0,0.0,0.0,0.0,0.0,0.0,C1,none,none,none,R,N6,none,none,none,R,P2,none,none,none,R,P2,none,none,none,R,N6,none,none,none,R,17.2,-9.8,-13.2,-13.2,-9.8
295.27693,350.18709,10263,C1,N6,P2,P4,Q5n,0.0,0.0,0.0,0.0,-1.0,-1.0,C1,none,none,none,R,N6,none,none,none,R,P2,none,none,none,R,P4,none,none,none,R,Q5,none,n,none,R,17.2,-9.8,-13.2,-17.1,-64.1
101.62437,112.97138,10279,C1,N6,P2,P4,N6,0.0,0.0,0.0,0.0,0.0,0.0,C1,none,none,none,R,N6,none,none,none,R,P2,none,none,none,R,P4,none,none,none,R,N6,none,none,none,R,17.2,-9.8,-13.2,-17.1,-9.8
506.99757,620.5703,10283,C1,N6,P2,N1,Q2,0.0,0.0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N6,none,none,none,R,P2,none,none,none,R,N1,none,none,none,R,Q2,none,none,none,R,17.2,-9.8,-13.2,2.9,-32.7
128.70946,141.8728,10342,C1,N6,P4,Q1,N6,0.0,0.0,0.0,1.0,0.0,1.0,C1,none,none,none,R,N6,none,none,none,R,P4,none,none,none,R,Q1,none,none,none,R,N6,none,none,none,R,17.2,-9.8,-17.1,-24.2,-9.8
85.720643,90.263449,10352,C1,N6,P4,N1a,P5,0.0,0.0,0.0,0.0,0.0,0.0,C1,none,none,none,R,N6,none,none,none,R,P4,none,none,none,R,N1,a,none,none,R,P5,none,none,none,R,17.2,-9.8,-17.1,2.9,-19.2
225.24981,250.28208,10358,C1,N6,P4,N1a,P4,0.0,0.0,0.0,0.0,0.0,0.0,C1,none,none,none,R,N6,none,none,none,R,P4,none,none,none,R,N1,a,none,none,R,P4,none,none,none,R,17.2,-9.8,-17.1,2.9,-17.1
325.31058,420.44416,10378,C1,N6,P4,N4a,N6,0.0,0.0,0.0,0.0,0.0,0.0,C1,none,none,none,R,N6,none,none,none,R,P4,none,none,none,R,N4,a,none,none,R,N6,none,none,none,R,17.2,-9.8,-17.1,-5.0,-9.8
332.88793,405.07427,10384,C1,N6,P4,N4a,P4,0.0,0.0,0.0,0.0,0.0,0.0,C1,none,none,none,R,N6,none,none,none,R,P4,none,none,none,R,N4,a,none,none,R,P4,none,none,none,R,17.2,-9.8,-17.1,-5.0,-17.1
317.97941,403.04737,10398,C1,N6,P4,N5a,N6,0.0,0.0,0.0,0.0,0.0,0.0,C1,none,none,none,R,N6,none,none,none,R,P4,none,none,none,R,N5,a,none,none,R,N6,none,none,none,R,17.2,-9.8,-17.1,-7.5,-9.8
