bead1,bead2,bead3,bead4,bead5,charge1,charge2,charge3,charge4,charge5,net_charge,label_NM1,label_HB1,label_PN1,label_SI1,label_SZ1,label_NM2,label_HB2,label_PN2,label_SI2,label_SZ2,label_NM3,label_HB3,label_PN3,label_SI3,label_SZ3,label_NM4,label_HB4,label_PN4,label_SI4,label_SZ4,label_NM5,label_HB5,label_PN5,label_SI5,label_SZ5,delta_G1,delta_G2,delta_G3,delta_G4,delta_G5
C1,N3a,N6,P2,Q4n,0,0,0.0,0.0,-1.0,-1.0,C1,none,none,none,R,N3,a,none,none,R,N6,none,none,none,R,P2,none,none,none,R,Q4,none,n,none,R,17.2,-3.6,-9.8,-13.2,-48.3
C1,N3a,N6,P2,P5,0,0,0.0,0.0,0.0,0.0,C1,none,none,none,R,N3,a,none,none,R,N6,none,none,none,R,P2,none,none,none,R,P5,none,none,none,R,17.2,-3.6,-9.8,-13.2,-19.2
C1,N3a,N6,P2,P3,0,0,0.0,0.0,0.0,0.0,C1,none,none,none,R,N3,a,none,none,R,N6,none,none,none,R,P2,none,none,none,R,P3,none,none,none,R,17.2,-3.6,-9.8,-13.2,-15.0
C1,N3a,N6,P2,P3a,0,0,0.0,0.0,0.0,0.0,C1,none,none,none,R,N3,a,none,none,R,N6,none,none,none,R,P2,none,none,none,R,P3,a,none,none,R,17.2,-3.6,-9.8,-13.2,-15.0
C1,N3a,N6,P2,Q1,0,0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N3,a,none,none,R,N6,none,none,none,R,P2,none,none,none,R,Q1,none,none,none,R,17.2,-3.6,-9.8,-13.2,-24.2
C1,N3a,N6,P2,Q2,0,0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N3,a,none,none,R,N6,none,none,none,R,P2,none,none,none,R,Q2,none,none,none,R,17.2,-3.6,-9.8,-13.2,-32.7
C1,N3a,N6,P2,P4,0,0,0.0,0.0,0.0,0.0,C1,none,none,none,R,N3,a,none,none,R,N6,none,none,none,R,P2,none,none,none,R,P4,none,none,none,R,17.2,-3.6,-9.8,-13.2,-17.1
C1,N3a,N6,P2,SQ4p,0,0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N3,a,none,none,R,N6,none,none,none,R,P2,none,none,none,R,Q4,none,p,none,S,17.2,-3.6,-9.8,-13.2,-59.2
C1,N3a,N6,P4,SQ4p,0,0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N3,a,none,none,R,N6,none,none,none,R,P4,none,none,none,R,Q4,none,p,none,S,17.2,-3.6,-9.8,-17.1,-59.2
C1,N3a,N6,P4,Q5n,0,0,0.0,0.0,-1.0,-1.0,C1,none,none,none,R,N3,a,none,none,R,N6,none,none,none,R,P4,none,none,none,R,Q5,none,n,none,R,17.2,-3.6,-9.8,-17.1,-64.1
C1,N3a,N6,P4,Q4n,0,0,0.0,0.0,-1.0,-1.0,C1,none,none,none,R,N3,a,none,none,R,N6,none,none,none,R,P4,none,none,none,R,Q4,none,n,none,R,17.2,-3.6,-9.8,-17.1,-48.3
C1,N3a,N6,P4,N6d,0,0,0.0,0.0,0.0,0.0,C1,none,none,none,R,N3,a,none,none,R,N6,none,none,none,R,P4,none,none,none,R,N6,d,none,none,R,17.2,-3.6,-9.8,-17.1,-9.8
C1,N3a,N6,P4,P1,0,0,0.0,0.0,0.0,0.0,C1,none,none,none,R,N3,a,none,none,R,N6,none,none,none,R,P4,none,none,none,R,P1,none,none,none,R,17.2,-3.6,-9.8,-17.1,-11.1
C1,N3a,N6,P4,P5,0,0,0.0,0.0,0.0,0.0,C1,none,none,none,R,N3,a,none,none,R,N6,none,none,none,R,P4,none,none,none,R,P5,none,none,none,R,17.2,-3.6,-9.8,-17.1,-19.2
C1,N3a,N6,P4,P3,0,0,0.0,0.0,0.0,0.0,C1,none,none,none,R,N3,a,none,none,R,N6,none,none,none,R,P4,none,none,none,R,P3,none,none,none,R,17.2,-3.6,-9.8,-17.1,-15.0
C1,N3a,N6,P4,P3a,0,0,0.0,0.0,0.0,0.0,C1,none,none,none,R,N3,a,none,none,R,N6,none,none,none,R,P4,none,none,none,R,P3,a,none,none,R,17.2,-3.6,-9.8,-17.1,-15.0
C1,N3a,N6,P4,P2,0,0,0.0,0.0,0.0,0.0,C1,none,none,none,R,N3,a,none,none,R,N6,none,none,none,R,P4,none,none,none,R,P2,none,none,none,R,17.2,-3.6,-9.8,-17.1,-13.2
C1,N3a,N6,P4,Q1,0,0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N3,a,none,none,R,N6,none,none,none,R,P4,none,none,none,R,Q1,none,none,none,R,17.2,-3.6,-9.8,-17.1,-24.2
C1,N3a,N6,P4,Q2,0,0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N3,a,none,none,R,N6,none,none,none,R,P4,none,none,none,R,Q2,none,none,none,R,17.2,-3.6,-9.8,-17.1,-32.7
C1,N3a,N6,P4,P4,0,0,0.0,0.0,0.0,0.0,C1,none,none,none,R,N3,a,none,none,R,N6,none,none,none,R,P4,none,none,none,R,P4,none,none,none,R,17.2,-3.6,-9.8,-17.1,-17.1
C1,N3a,N6,P4,N6,0,0,0.0,0.0,0.0,0.0,C1,none,none,none,R,N3,a,none,none,R,N6,none,none,none,R,P4,none,none,none,R,N6,none,none,none,R,17.2,-3.6,-9.8,-17.1,-9.8
C1,N3a,N6,N1,SQ4p,0,0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N3,a,none,none,R,N6,none,none,none,R,N1,none,none,none,R,Q4,none,p,none,S,17.2,-3.6,-9.8,2.9,-59.2
C1,N3a,N6,N1,Q5n,0,0,0.0,0.0,-1.0,-1.0,C1,none,none,none,R,N3,a,none,none,R,N6,none,none,none,R,N1,none,none,none,R,Q5,none,n,none,R,17.2,-3.6,-9.8,2.9,-64.1
C1,N3a,N6,N1,Q4n,0,0,0.0,0.0,-1.0,-1.0,C1,none,none,none,R,N3,a,none,none,R,N6,none,none,none,R,N1,none,none,none,R,Q4,none,n,none,R,17.2,-3.6,-9.8,2.9,-48.3
C1,N3a,N6,N1,Q2,0,0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N3,a,none,none,R,N6,none,none,none,R,N1,none,none,none,R,Q2,none,none,none,R,17.2,-3.6,-9.8,2.9,-32.7
C1,N3a,N6,N6,SQ4p,0,0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N3,a,none,none,R,N6,none,none,none,R,N6,none,none,none,R,Q4,none,p,none,S,17.2,-3.6,-9.8,-9.8,-59.2
C1,N3a,N6,N6,Q5n,0,0,0.0,0.0,-1.0,-1.0,C1,none,none,none,R,N3,a,none,none,R,N6,none,none,none,R,N6,none,none,none,R,Q5,none,n,none,R,17.2,-3.6,-9.8,-9.8,-64.1
C1,N3a,N6,N6,Q4n,0,0,0.0,0.0,-1.0,-1.0,C1,none,none,none,R,N3,a,none,none,R,N6,none,none,none,R,N6,none,none,none,R,Q4,none,n,none,R,17.2,-3.6,-9.8,-9.8,-48.3
C1,N3a,N6,N6,D,0,0,0.0,0.0,-2.0,-2.0,C1,none,none,none,R,N3,a,none,none,R,N6,none,none,none,R,N6,none,none,none,R,D,none,none,none,R,17.2,-3.6,-9.8,-9.8,-78.8
C1,N3a,N6,N6,P5,0,0,0.0,0.0,0.0,0.0,C1,none,none,none,R,N3,a,none,none,R,N6,none,none,none,R,N6,none,none,none,R,P5,none,none,none,R,17.2,-3.6,-9.8,-9.8,-19.2
C1,N3a,N6,N6,P6,0,0,0.0,0.0,0.0,0.0,C1,none,none,none,R,N3,a,none,none,R,N6,none,none,none,R,N6,none,none,none,R,P6,none,none,none,R,17.2,-3.6,-9.8,-9.8,-27.2
C1,N3a,N6,N6,Q1,0,0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N3,a,none,none,R,N6,none,none,none,R,N6,none,none,none,R,Q1,none,none,none,R,17.2,-3.6,-9.8,-9.8,-24.2
C1,N3a,N6,N6,SQ3p,0,0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N3,a,none,none,R,N6,none,none,none,R,N6,none,none,none,R,Q3,none,p,none,S,17.2,-3.6,-9.8,-9.8,-47.8
C1,N3a,N6,N6,SQ2p,0,0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N3,a,none,none,R,N6,none,none,none,R,N6,none,none,none,R,Q2,none,p,none,S,17.2,-3.6,-9.8,-9.8,-43.3
C1,N3a,N6,N6,Q2,0,0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N3,a,none,none,R,N6,none,none,none,R,N6,none,none,none,R,Q2,none,none,none,R,17.2,-3.6,-9.8,-9.8,-32.7
C1,N3a,N6,N6,P4,0,0,0.0,0.0,0.0,0.0,C1,none,none,none,R,N3,a,none,none,R,N6,none,none,none,R,N6,none,none,none,R,P4,none,none,none,R,17.2,-3.6,-9.8,-9.8,-17.1
C1,P2,SQ3p,N3r,N6,0,0,1.0,0.0,0.0,1.0,C1,none,none,none,R,P2,none,none,none,R,Q3,none,p,none,S,N3,none,none,r,R,N6,none,none,none,R,17.2,-13.2,-47.8,-3.6,-9.8
C1,P2,SQ3p,N4a,N6,0,0,1.0,0.0,0.0,1.0,C1,none,none,none,R,P2,none,none,none,R,Q3,none,p,none,S,N4,a,none,none,R,N6,none,none,none,R,17.2,-13.2,-47.8,-5.0,-9.8
C1,P2,SQ3p,N5a,N6,0,0,1.0,0.0,0.0,1.0,C1,none,none,none,R,P2,none,none,none,R,Q3,none,p,none,S,N5,a,none,none,R,N6,none,none,none,R,17.2,-13.2,-47.8,-7.5,-9.8
C1,P2,SQ3p,N6,N6d,0,0,1.0,0.0,0.0,1.0,C1,none,none,none,R,P2,none,none,none,R,Q3,none,p,none,S,N6,none,none,none,R,N6,d,none,none,R,17.2,-13.2,-47.8,-9.8,-9.8
C1,P2,SQ3p,N6,P1,0,0,1.0,0.0,0.0,1.0,C1,none,none,none,R,P2,none,none,none,R,Q3,none,p,none,S,N6,none,none,none,R,P1,none,none,none,R,17.2,-13.2,-47.8,-9.8,-11.1
C1,P2,SQ3p,N6,P5,0,0,1.0,0.0,0.0,1.0,C1,none,none,none,R,P2,none,none,none,R,Q3,none,p,none,S,N6,none,none,none,R,P5,none,none,none,R,17.2,-13.2,-47.8,-9.8,-19.2
C1,P2,SQ3p,N6,P3,0,0,1.0,0.0,0.0,1.0,C1,none,none,none,R,P2,none,none,none,R,Q3,none,p,none,S,N6,none,none,none,R,P3,none,none,none,R,17.2,-13.2,-47.8,-9.8,-15.0
C1,P2,SQ3p,N6,P3a,0,0,1.0,0.0,0.0,1.0,C1,none,none,none,R,P2,none,none,none,R,Q3,none,p,none,S,N6,none,none,none,R,P3,a,none,none,R,17.2,-13.2,-47.8,-9.8,-15.0
C1,P2,SQ3p,N6,P2,0,0,1.0,0.0,0.0,1.0,C1,none,none,none,R,P2,none,none,none,R,Q3,none,p,none,S,N6,none,none,none,R,P2,none,none,none,R,17.2,-13.2,-47.8,-9.8,-13.2
C1,P2,SQ3p,N6,N3r,0,0,1.0,0.0,0.0,1.0,C1,none,none,none,R,P2,none,none,none,R,Q3,none,p,none,S,N6,none,none,none,R,N3,none,none,r,R,17.2,-13.2,-47.8,-9.8,-3.6
C1,P2,SQ3p,N6,N4a,0,0,1.0,0.0,0.0,1.0,C1,none,none,none,R,P2,none,none,none,R,Q3,none,p,none,S,N6,none,none,none,R,N4,a,none,none,R,17.2,-13.2,-47.8,-9.8,-5.0
C1,P2,SQ3p,N6,N5a,0,0,1.0,0.0,0.0,1.0,C1,none,none,none,R,P2,none,none,none,R,Q3,none,p,none,S,N6,none,none,none,R,N5,a,none,none,R,17.2,-13.2,-47.8,-9.8,-7.5
C1,P2,SQ3p,N6,N4,0,0,1.0,0.0,0.0,1.0,C1,none,none,none,R,P2,none,none,none,R,Q3,none,p,none,S,N6,none,none,none,R,N4,none,none,none,R,17.2,-13.2,-47.8,-9.8,-5.0
C1,P2,SQ3p,N6,N3a,0,0,1.0,0.0,0.0,1.0,C1,none,none,none,R,P2,none,none,none,R,Q3,none,p,none,S,N6,none,none,none,R,N3,a,none,none,R,17.2,-13.2,-47.8,-9.8,-3.6
C1,P2,SQ3p,N6,N6,0,0,1.0,0.0,0.0,1.0,C1,none,none,none,R,P2,none,none,none,R,Q3,none,p,none,S,N6,none,none,none,R,N6,none,none,none,R,17.2,-13.2,-47.8,-9.8,-9.8
C1,P2,SQ2p,N3r,N6,0,0,1.0,0.0,0.0,1.0,C1,none,none,none,R,P2,none,none,none,R,Q2,none,p,none,S,N3,none,none,r,R,N6,none,none,none,R,17.2,-13.2,-43.3,-3.6,-9.8
C1,P2,SQ2p,N4a,N6,0,0,1.0,0.0,0.0,1.0,C1,none,none,none,R,P2,none,none,none,R,Q2,none,p,none,S,N4,a,none,none,R,N6,none,none,none,R,17.2,-13.2,-43.3,-5.0,-9.8
C1,P2,SQ2p,N5a,N6,0,0,1.0,0.0,0.0,1.0,C1,none,none,none,R,P2,none,none,none,R,Q2,none,p,none,S,N5,a,none,none,R,N6,none,none,none,R,17.2,-13.2,-43.3,-7.5,-9.8
C1,P2,SQ2p,N6,N6d,0,0,1.0,0.0,0.0,1.0,C1,none,none,none,R,P2,none,none,none,R,Q2,none,p,none,S,N6,none,none,none,R,N6,d,none,none,R,17.2,-13.2,-43.3,-9.8,-9.8
C1,P2,SQ2p,N6,P1,0,0,1.0,0.0,0.0,1.0,C1,none,none,none,R,P2,none,none,none,R,Q2,none,p,none,S,N6,none,none,none,R,P1,none,none,none,R,17.2,-13.2,-43.3,-9.8,-11.1
C1,P2,SQ2p,N6,P5,0,0,1.0,0.0,0.0,1.0,C1,none,none,none,R,P2,none,none,none,R,Q2,none,p,none,S,N6,none,none,none,R,P5,none,none,none,R,17.2,-13.2,-43.3,-9.8,-19.2
C1,P2,SQ2p,N6,P3,0,0,1.0,0.0,0.0,1.0,C1,none,none,none,R,P2,none,none,none,R,Q2,none,p,none,S,N6,none,none,none,R,P3,none,none,none,R,17.2,-13.2,-43.3,-9.8,-15.0
C1,P2,SQ2p,N6,P3a,0,0,1.0,0.0,0.0,1.0,C1,none,none,none,R,P2,none,none,none,R,Q2,none,p,none,S,N6,none,none,none,R,P3,a,none,none,R,17.2,-13.2,-43.3,-9.8,-15.0
C1,P2,SQ2p,N6,P2,0,0,1.0,0.0,0.0,1.0,C1,none,none,none,R,P2,none,none,none,R,Q2,none,p,none,S,N6,none,none,none,R,P2,none,none,none,R,17.2,-13.2,-43.3,-9.8,-13.2
C1,P2,SQ2p,N6,N3r,0,0,1.0,0.0,0.0,1.0,C1,none,none,none,R,P2,none,none,none,R,Q2,none,p,none,S,N6,none,none,none,R,N3,none,none,r,R,17.2,-13.2,-43.3,-9.8,-3.6
C1,P2,SQ2p,N6,N4a,0,0,1.0,0.0,0.0,1.0,C1,none,none,none,R,P2,none,none,none,R,Q2,none,p,none,S,N6,none,none,none,R,N4,a,none,none,R,17.2,-13.2,-43.3,-9.8,-5.0
C1,P2,SQ2p,N6,N5a,0,0,1.0,0.0,0.0,1.0,C1,none,none,none,R,P2,none,none,none,R,Q2,none,p,none,S,N6,none,none,none,R,N5,a,none,none,R,17.2,-13.2,-43.3,-9.8,-7.5
C1,P2,SQ2p,N6,N4,0,0,1.0,0.0,0.0,1.0,C1,none,none,none,R,P2,none,none,none,R,Q2,none,p,none,S,N6,none,none,none,R,N4,none,none,none,R,17.2,-13.2,-43.3,-9.8,-5.0
C1,P2,SQ2p,N6,N3a,0,0,1.0,0.0,0.0,1.0,C1,none,none,none,R,P2,none,none,none,R,Q2,none,p,none,S,N6,none,none,none,R,N3,a,none,none,R,17.2,-13.2,-43.3,-9.8,-3.6
C1,P2,SQ2p,N6,N6,0,0,1.0,0.0,0.0,1.0,C1,none,none,none,R,P2,none,none,none,R,Q2,none,p,none,S,N6,none,none,none,R,N6,none,none,none,R,17.2,-13.2,-43.3,-9.8,-9.8
C1,P2,Q2,N6,P3,0,0,1.0,0.0,0.0,1.0,C1,none,none,none,R,P2,none,none,none,R,Q2,none,none,none,R,N6,none,none,none,R,P3,none,none,none,R,17.2,-13.2,-32.7,-9.8,-15.0
C1,P2,Q2,N6,P3a,0,0,1.0,0.0,0.0,1.0,C1,none,none,none,R,P2,none,none,none,R,Q2,none,none,none,R,N6,none,none,none,R,P3,a,none,none,R,17.2,-13.2,-32.7,-9.8,-15.0
C1,P2,Q2,N6,N4a,0,0,1.0,0.0,0.0,1.0,C1,none,none,none,R,P2,none,none,none,R,Q2,none,none,none,R,N6,none,none,none,R,N4,a,none,none,R,17.2,-13.2,-32.7,-9.8,-5.0
C1,P2,Q2,N6,N3a,0,0,1.0,0.0,0.0,1.0,C1,none,none,none,R,P2,none,none,none,R,Q2,none,none,none,R,N6,none,none,none,R,N3,a,none,none,R,17.2,-13.2,-32.7,-9.8,-3.6
C1,P2,Q2,N6,N6,0,0,1.0,0.0,0.0,1.0,C1,none,none,none,R,P2,none,none,none,R,Q2,none,none,none,R,N6,none,none,none,R,N6,none,none,none,R,17.2,-13.2,-32.7,-9.8,-9.8
C1,P2,Q1,N6,P3,0,0,1.0,0.0,0.0,1.0,C1,none,none,none,R,P2,none,none,none,R,Q1,none,none,none,R,N6,none,none,none,R,P3,none,none,none,R,17.2,-13.2,-24.2,-9.8,-15.0
C1,P2,Q1,N6,P3a,0,0,1.0,0.0,0.0,1.0,C1,none,none,none,R,P2,none,none,none,R,Q1,none,none,none,R,N6,none,none,none,R,P3,a,none,none,R,17.2,-13.2,-24.2,-9.8,-15.0
C1,P2,Q1,N6,N4a,0,0,1.0,0.0,0.0,1.0,C1,none,none,none,R,P2,none,none,none,R,Q1,none,none,none,R,N6,none,none,none,R,N4,a,none,none,R,17.2,-13.2,-24.2,-9.8,-5.0
C1,P2,Q1,N6,N3a,0,0,1.0,0.0,0.0,1.0,C1,none,none,none,R,P2,none,none,none,R,Q1,none,none,none,R,N6,none,none,none,R,N3,a,none,none,R,17.2,-13.2,-24.2,-9.8,-3.6
C1,P2,Q1,N6,N6,0,0,1.0,0.0,0.0,1.0,C1,none,none,none,R,P2,none,none,none,R,Q1,none,none,none,R,N6,none,none,none,R,N6,none,none,none,R,17.2,-13.2,-24.2,-9.8,-9.8
C1,P2,N2,N6,Q5n,0,0,0.0,0.0,-1.0,-1.0,C1,none,none,none,R,P2,none,none,none,R,N2,none,none,none,R,N6,none,none,none,R,Q5,none,n,none,R,17.2,-13.2,0.5,-9.8,-64.1
C1,P2,N2,N6,Q4n,0,0,0.0,0.0,-1.0,-1.0,C1,none,none,none,R,P2,none,none,none,R,N2,none,none,none,R,N6,none,none,none,R,Q4,none,n,none,R,17.2,-13.2,0.5,-9.8,-48.3
C1,P2,N2,N6,P5,0,0,0.0,0.0,0.0,0.0,C1,none,none,none,R,P2,none,none,none,R,N2,none,none,none,R,N6,none,none,none,R,P5,none,none,none,R,17.2,-13.2,0.5,-9.8,-19.2
C1,P2,N2,N6,Q1,0,0,0.0,0.0,1.0,1.0,C1,none,none,none,R,P2,none,none,none,R,N2,none,none,none,R,N6,none,none,none,R,Q1,none,none,none,R,17.2,-13.2,0.5,-9.8,-24.2
C1,P2,N2,N6,Q2,0,0,0.0,0.0,1.0,1.0,C1,none,none,none,R,P2,none,none,none,R,N2,none,none,none,R,N6,none,none,none,R,Q2,none,none,none,R,17.2,-13.2,0.5,-9.8,-32.7
C1,P2,N1a,N6,Q1,0,0,0.0,0.0,1.0,1.0,C1,none,none,none,R,P2,none,none,none,R,N1,a,none,none,R,N6,none,none,none,R,Q1,none,none,none,R,17.2,-13.2,2.9,-9.8,-24.2
C1,P2,N1a,N6,Q5n,0,0,0.0,0.0,-1.0,-1.0,C1,none,none,none,R,P2,none,none,none,R,N1,a,none,none,R,N6,none,none,none,R,Q5,none,n,none,R,17.2,-13.2,2.9,-9.8,-64.1
C1,P2,N1a,N6,Q4n,0,0,0.0,0.0,-1.0,-1.0,C1,none,none,none,R,P2,none,none,none,R,N1,a,none,none,R,N6,none,none,none,R,Q4,none,n,none,R,17.2,-13.2,2.9,-9.8,-48.3
C1,P2,N1a,N6,Q2,0,0,0.0,0.0,1.0,1.0,C1,none,none,none,R,P2,none,none,none,R,N1,a,none,none,R,N6,none,none,none,R,Q2,none,none,none,R,17.2,-13.2,2.9,-9.8,-32.7
C1,P2,N3r,Q2,N6,0,0,0.0,1.0,0.0,1.0,C1,none,none,none,R,P2,none,none,none,R,N3,none,none,r,R,Q2,none,none,none,R,N6,none,none,none,R,17.2,-13.2,-3.6,-32.7,-9.8
C1,P2,N3r,N3r,Q1,0,0,0.0,0.0,1.0,1.0,C1,none,none,none,R,P2,none,none,none,R,N3,none,none,r,R,N3,none,none,r,R,Q1,none,none,none,R,17.2,-13.2,-3.6,-3.6,-24.2
C1,P2,N3r,N4a,Q1,0,0,0.0,0.0,1.0,1.0,C1,none,none,none,R,P2,none,none,none,R,N3,none,none,r,R,N4,a,none,none,R,Q1,none,none,none,R,17.2,-13.2,-3.6,-5.0,-24.2
C1,P2,N3r,N4a,P5,0,0,0.0,0.0,0.0,0.0,C1,none,none,none,R,P2,none,none,none,R,N3,none,none,r,R,N4,a,none,none,R,P5,none,none,none,R,17.2,-13.2,-3.6,-5.0,-19.2
C1,P2,N3r,N5a,P5,0,0,0.0,0.0,0.0,0.0,C1,none,none,none,R,P2,none,none,none,R,N3,none,none,r,R,N5,a,none,none,R,P5,none,none,none,R,17.2,-13.2,-3.6,-7.5,-19.2
C1,P2,N3r,N5a,Q1,0,0,0.0,0.0,1.0,1.0,C1,none,none,none,R,P2,none,none,none,R,N3,none,none,r,R,N5,a,none,none,R,Q1,none,none,none,R,17.2,-13.2,-3.6,-7.5,-24.2
C1,P2,N3r,N4,P5,0,0,0.0,0.0,0.0,0.0,C1,none,none,none,R,P2,none,none,none,R,N3,none,none,r,R,N4,none,none,none,R,P5,none,none,none,R,17.2,-13.2,-3.6,-5.0,-19.2
C1,P2,N3r,P2,P1,0,0,0.0,0.0,0.0,0.0,C1,none,none,none,R,P2,none,none,none,R,N3,none,none,r,R,P2,none,none,none,R,P1,none,none,none,R,17.2,-13.2,-3.6,-13.2,-11.1
C1,P2,N3r,P2,P2,0,0,0.0,0.0,0.0,0.0,C1,none,none,none,R,P2,none,none,none,R,N3,none,none,r,R,P2,none,none,none,R,P2,none,none,none,R,17.2,-13.2,-3.6,-13.2,-13.2
C1,P2,N3r,P4,P1,0,0,0.0,0.0,0.0,0.0,C1,none,none,none,R,P2,none,none,none,R,N3,none,none,r,R,P4,none,none,none,R,P1,none,none,none,R,17.2,-13.2,-3.6,-17.1,-11.1
C1,P2,N3r,P4,N6,0,0,0.0,0.0,0.0,0.0,C1,none,none,none,R,P2,none,none,none,R,N3,none,none,r,R,P4,none,none,none,R,N6,none,none,none,R,17.2,-13.2,-3.6,-17.1,-9.8
C1,P2,N3r,N6,SQ4p,0,0,0.0,0.0,1.0,1.0,C1,none,none,none,R,P2,none,none,none,R,N3,none,none,r,R,N6,none,none,none,R,Q4,none,p,none,S,17.2,-13.2,-3.6,-9.8,-59.2
C1,P2,N3r,N6,Q5n,0,0,0.0,0.0,-1.0,-1.0,C1,none,none,none,R,P2,none,none,none,R,N3,none,none,r,R,N6,none,none,none,R,Q5,none,n,none,R,17.2,-13.2,-3.6,-9.8,-64.1
C1,P2,N3r,N6,Q4n,0,0,0.0,0.0,-1.0,-1.0,C1,none,none,none,R,P2,none,none,none,R,N3,none,none,r,R,N6,none,none,none,R,Q4,none,n,none,R,17.2,-13.2,-3.6,-9.8,-48.3
C1,P2,N3r,N6,P5,0,0,0.0,0.0,0.0,0.0,C1,none,none,none,R,P2,none,none,none,R,N3,none,none,r,R,N6,none,none,none,R,P5,none,none,none,R,17.2,-13.2,-3.6,-9.8,-19.2
C1,P2,N3r,N6,P3,0,0,0.0,0.0,0.0,0.0,C1,none,none,none,R,P2,none,none,none,R,N3,none,none,r,R,N6,none,none,none,R,P3,none,none,none,R,17.2,-13.2,-3.6,-9.8,-15.0
C1,P2,N3r,N6,P3a,0,0,0.0,0.0,0.0,0.0,C1,none,none,none,R,P2,none,none,none,R,N3,none,none,r,R,N6,none,none,none,R,P3,a,none,none,R,17.2,-13.2,-3.6,-9.8,-15.0
C1,P2,N3r,N6,Q1,0,0,0.0,0.0,1.0,1.0,C1,none,none,none,R,P2,none,none,none,R,N3,none,none,r,R,N6,none,none,none,R,Q1,none,none,none,R,17.2,-13.2,-3.6,-9.8,-24.2
C1,P2,N3r,N6,Q2,0,0,0.0,0.0,1.0,1.0,C1,none,none,none,R,P2,none,none,none,R,N3,none,none,r,R,N6,none,none,none,R,Q2,none,none,none,R,17.2,-13.2,-3.6,-9.8,-32.7
C1,P2,N3r,N6,P4,0,0,0.0,0.0,0.0,0.0,C1,none,none,none,R,P2,none,none,none,R,N3,none,none,r,R,N6,none,none,none,R,P4,none,none,none,R,17.2,-13.2,-3.6,-9.8,-17.1
C1,P2,N4a,N6,P5,0,0,0.0,0.0,0.0,0.0,C1,none,none,none,R,P2,none,none,none,R,N4,a,none,none,R,N6,none,none,none,R,P5,none,none,none,R,17.2,-13.2,-5.0,-9.8,-19.2
C1,P2,N4a,N6,P3,0,0,0.0,0.0,0.0,0.0,C1,none,none,none,R,P2,none,none,none,R,N4,a,none,none,R,N6,none,none,none,R,P3,none,none,none,R,17.2,-13.2,-5.0,-9.8,-15.0
C1,P2,N4a,N6,P3a,0,0,0.0,0.0,0.0,0.0,C1,none,none,none,R,P2,none,none,none,R,N4,a,none,none,R,N6,none,none,none,R,P3,a,none,none,R,17.2,-13.2,-5.0,-9.8,-15.0
C1,P2,N4a,N6,P2,0,0,0.0,0.0,0.0,0.0,C1,none,none,none,R,P2,none,none,none,R,N4,a,none,none,R,N6,none,none,none,R,P2,none,none,none,R,17.2,-13.2,-5.0,-9.8,-13.2
C1,P2,N4a,Q2,P2,0,0,0.0,1.0,0.0,1.0,C1,none,none,none,R,P2,none,none,none,R,N4,a,none,none,R,Q2,none,none,none,R,P2,none,none,none,R,17.2,-13.2,-5.0,-32.7,-13.2
C1,P2,N4a,Q2,N4a,0,0,0.0,1.0,0.0,1.0,C1,none,none,none,R,P2,none,none,none,R,N4,a,none,none,R,Q2,none,none,none,R,N4,a,none,none,R,17.2,-13.2,-5.0,-32.7,-5.0
C1,P2,N4a,Q2,N6,0,0,0.0,1.0,0.0,1.0,C1,none,none,none,R,P2,none,none,none,R,N4,a,none,none,R,Q2,none,none,none,R,N6,none,none,none,R,17.2,-13.2,-5.0,-32.7,-9.8
C1,P2,N4a,N3r,Q5n,0,0,0.0,0.0,-1.0,-1.0,C1,none,none,none,R,P2,none,none,none,R,N4,a,none,none,R,N3,none,none,r,R,Q5,none,n,none,R,17.2,-13.2,-5.0,-3.6,-64.1
C1,P2,N4a,N3r,P5,0,0,0.0,0.0,0.0,0.0,C1,none,none,none,R,P2,none,none,none,R,N4,a,none,none,R,N3,none,none,r,R,P5,none,none,none,R,17.2,-13.2,-5.0,-3.6,-19.2
C1,P2,N4a,N3r,Q1,0,0,0.0,0.0,1.0,1.0,C1,none,none,none,R,P2,none,none,none,R,N4,a,none,none,R,N3,none,none,r,R,Q1,none,none,none,R,17.2,-13.2,-5.0,-3.6,-24.2
C1,P2,N4a,N3r,Q2,0,0,0.0,0.0,1.0,1.0,C1,none,none,none,R,P2,none,none,none,R,N4,a,none,none,R,N3,none,none,r,R,Q2,none,none,none,R,17.2,-13.2,-5.0,-3.6,-32.7
C1,P2,N4a,N4a,P5,0,0,0.0,0.0,0.0,0.0,C1,none,none,none,R,P2,none,none,none,R,N4,a,none,none,R,N4,a,none,none,R,P5,none,none,none,R,17.2,-13.2,-5.0,-5.0,-19.2
